code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout
AAA,2013J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,67,2,171,-180,96,268,66,1
AAA,2013J,70464,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,55.6,5,1053,-95,,268,59,0
AAA,2013J,71361,M,Ireland,HE Qualification,?,35-55,0,60,N,Pass,80.4,5,2327,-130,,268,82,0
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,Oct-20,35-55,0,150,N,Fail,48.5,4,116,-50,,268,60,0
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,66,5,2992,-107,,268,67,0
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,70.4,5,680,-27,,268,73,0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,70.8,5,1494,-31,,268,75,0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,74,1,339,-170,72,268,74,1
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,60.6,5,2839,-107,,268,62,0
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,68.4,5,744,-62,,268,63,0
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,72.6,5,4104,-103,,268,84,0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,78,5,1944,-107,,268,80,0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,76.6,5,1150,-100,,268,76,0
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,?,35-55,0,60,N,Pass,79.6,5,4777,-109,,268,85,0
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,60,3,465,5,175,268,67,1
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,53.4,5,733,-107,,268,57,0
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,63.4,5,998,-110,,268,66,0
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,81,3,2343,-43,,268,80,0
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,77.6,5,3553,-26,,268,81,0
AAA,2013J,114017,F,North Region,Post Graduate Qualification,?,35-55,0,60,N,Pass,71.8,5,757,-29,,268,66,0
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,72.8,5,1358,-68,,268,74,0
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,62.4,5,1886,-68,,268,76,0
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,74.2,5,1108,-32,,268,72,0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,61.8,5,284,-99,,268,73,0
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,71.4,5,2041,-82,,268,75,0
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,69.6,5,1321,-31,,268,69,0
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,81,3,1011,-197,135,268,76,1
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,67.4,5,520,-75,,268,63,0
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,84.4,5,2732,-96,,268,87,0
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,0,0,57,-29,30,268,,1
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,61.5,2,287,-32,144,268,57,1
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,80.2,5,5528,-195,,268,72,0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,72.6,5,1823,-61,,268,77,0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,45,1,143,-110,129,268,65,1
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,73.6,5,2121,-37,,268,65,0
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,68.8,5,5645,-67,,268,61,0
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,54.4,5,452,-36,,268,75,0
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,50,5,597,-132,,268,52,0
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,73.75,4,611,-92,,268,77,0
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,52,1,155,-138,58,268,52,1
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,72,3,1864,-174,158,268,86,1
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,50,5,270,-44,,268,54,0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,67,5,1529,-16,,268,75,0
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,79.8,5,4003,-54,,268,82,0
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,80,2,908,-64,191,268,85,1
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,70.6,5,1405,-52,,268,79,0
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,66.5,2,1185,-46,123,268,65,1
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,71.8,5,466,-64,,268,82,0
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,69.4,5,1510,-117,,268,60,0
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass,66.4,5,745,-32,,268,76,0
AAA,2013J,172112,M,Ireland,HE Qualification,?,35-55,0,60,N,Pass,69.6,5,1939,-50,,268,60,0
AAA,2013J,172797,F,Ireland,A Level or Equivalent,?,35-55,0,60,N,Pass,61.4,5,1782,-45,,268,60,0
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,80.4,5,6318,-162,,268,83,0
AAA,2013J,175392,M,North Region,HE Qualification,?,35-55,0,60,N,Pass,82.4,5,4447,-195,,268,85,0
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,78.2,5,2016,-92,,268,76,0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,37.6,5,138,-57,,268,51,0
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,53.4,5,2012,-64,,268,61,0
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,76,1,487,-39,60,268,76,1
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,54,5,1975,-128,,268,57,0
AAA,2013J,183947,M,London Region,A Level or Equivalent,Oct-20,0-35,0,180,N,Pass,49,5,964,-32,,268,67,0
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,59.8,5,1312,-74,,268,65,0
AAA,2013J,185439,M,London Region,HE Qualification,Oct-20,0-35,0,120,N,Fail,74,1,427,-12,,268,74,0
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,76,5,2136,-109,,268,85,0
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,89.2,5,8562,-136,,268,88,0
AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,76,1,1434,-57,60,268,76,1
AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,79.4,5,1541,-180,,268,76,0
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,68.4,5,3219,-62,,268,75,0
AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,50,1,1905,-45,185,268,50,1
AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,54.4,5,534,-54,,268,69,0
AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,66.66666666666667,3,1418,-73,166,268,68,1
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,72.2,5,1665,-68,,268,75,0
AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,56.66666666666666,3,333,-51,,268,67,0
AAA,2013J,227499,F,London Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Distinction,83.6,5,2953,-169,,268,84,0
AAA,2013J,227517,M,Ireland,HE Qualification,?,0-35,0,180,N,Fail,62.6,5,1205,-172,,268,63,0
AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,72.4,5,227,-31,,268,58,0
AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,61.8,5,445,-108,,268,71,0
AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,66,5,614,-165,,268,64,0
AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,78,5,1215,-58,,268,81,0
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,67.75,4,1839,-29,,268,80,0
AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,65,1,190,-79,109,268,65,1
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,78,5,732,2,,268,85,0
AAA,2013J,238007,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,79.2,5,1935,-151,,268,83,0
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,75.8,5,321,-45,,268,82,0
AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,58.4,5,427,-47,,268,74,0
AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,78.8,5,1892,-50,,268,85,0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,58.6,5,1829,-31,,268,51,0
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,77.4,5,658,-36,,268,66,0
AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,55.6,5,1174,-16,,268,60,0
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,78.4,5,1969,-198,,268,77,0
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,71.4,5,2580,-103,,268,84,0
AAA,2013J,256815,M,North Western Region,HE Qualification,Oct-20,0-35,0,120,N,Pass,76.8,5,1481,-117,,268,71,0
AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,58.8,5,844,-68,,268,58,0
AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,64.8,5,4963,-172,,268,58,0
AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,57.5,2,426,-186,170,268,55,1
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,71,5,1066,-145,,268,60,0
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,76.6,5,2407,-191,,268,81,0
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,Oct-20,35-55,0,90,N,Fail,74.6,5,3210,-33,,268,64,0
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,43,2,188,-17,187,268,51,1
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,76.4,5,3348,-68,,268,80,0
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,67.66666666666667,3,2016,-108,177,268,68,1
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,79.2,5,1183,-138,,268,79,0
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,73.4,5,492,-74,,268,70,0
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,55.4,5,130,-64,,268,63,0
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,0,0,59,-50,,268,,0
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,60.6,5,1961,-107,,268,61,0
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,71,5,1046,-8,,268,55,0
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,67.8,5,483,-52,,268,69,0
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.4,5,1740,-96,,268,78,0
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,75,5,652,-141,,268,75,0
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,83.6,5,5231,-132,,268,85,0
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,0,0,0,-162,-121,268,,1
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,46.75,4,187,-27,,268,55,0
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,78.2,5,1775,-80,,268,72,0
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,52.8,5,865,-145,,268,61,0
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,50.2,5,709,-17,,268,38,0
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,86.8,5,2152,-115,,268,91,0
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,80.8,5,514,-32,,268,77,0
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,78.8,5,1997,-59,,268,82,0
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,58.66666666666666,3,513,-83,,268,58,0
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,64,1,146,-18,,268,64,0
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,78,5,1277,-66,,268,75,0
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,0,0,68,-54,-3,268,,1
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,58.2,5,987,-107,,268,73,0
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,82,5,1220,-58,,268,81,0
AAA,2013J,306897,F,London Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,62.6,5,2742,-123,,268,72,0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,Oct-20,0-35,0,60,N,Pass,81.2,5,1081,-31,,268,82,0
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,60,4,1476,-107,,268,47,0
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,59.2,5,2230,-121,,268,55,0
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,87.8,5,12882,-79,,268,88,0
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,61.8,5,281,-59,,268,89,0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,66.6,5,1281,-100,,268,70,0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,78.4,5,6589,-47,,268,77,0
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,80.4,5,10083,-67,,268,82,0
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,80.4,5,1901,-32,,268,85,0
AAA,2013J,324084,F,South West Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass,57.6,5,1961,-165,,268,58,0
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,61.2,5,133,-32,,268,38,0
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,84,1,2376,-67,53,268,84,1
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,74.4,5,1655,-64,,268,69,0
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,65.8,5,301,-103,,268,72,0
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,74.4,5,648,-53,,268,77,0
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,53,2,332,-32,,268,57,0
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,36,1,303,-192,65,268,36,1
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,86.33333333333333,3,2286,-196,160,268,86,1
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,68.2,5,1316,-110,,268,71,0
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,49.8,5,333,-57,,268,68,0
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,64.2,5,201,48,,268,64,0
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,75,1,880,-71,51,268,75,1
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,77.2,5,1950,-81,,268,68,0
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,60.4,5,838,-60,,268,62,0
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,78.4,5,3644,-49,,268,74,0
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,49.2,5,65,-12,,268,61,0
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,78,5,547,-37,,268,70,0
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,80.4,5,2219,-18,,268,75,0
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,82.4,5,569,-75,,268,85,0
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,0,0,164,-44,,268,,0
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,73.8,5,761,-49,,268,75,0
AAA,2013J,354858,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Withdrawn,0,0,198,-32,5,268,,1
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,57,3,166,-38,,268,49,0
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,69,4,821,-129,,268,64,0
AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,56.4,5,891,-38,,268,64,0
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass,70,5,2129,-52,,268,68,0
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,76.8,5,1465,-4,,268,88,0
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,50.4,5,437,-123,,268,54,0
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,55.6,5,292,-60,,268,61,0
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,66.4,5,677,-19,,268,58,0
AAA,2013J,376439,M,North Region,HE Qualification,?,0-35,0,60,N,Distinction,87,5,2342,-87,,268,86,0
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,72.8,5,2333,-64,,268,86,0
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,67.8,5,1062,-155,,268,73,0
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,75.6,5,543,-61,,268,74,0
AAA,2013J,386924,M,Ireland,Lower Than A Level,?,0-35,0,120,N,Pass,67.8,5,164,-192,,268,59,0
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,68,5,910,-38,,268,67,0
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,63.8,5,671,-179,,268,65,0
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,60.6,5,875,-185,,268,51,0
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,69.66666666666667,3,639,-31,202,268,54,1
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,45,5,363,-58,,268,53,0
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,68.4,5,3003,-54,,268,65,0
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,74.2,5,876,-38,,268,68,0
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,61.4,5,996,-23,,268,63,0
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,46.4,5,1183,-57,,268,54,0
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,65,5,955,-53,,268,55,0
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,72.6,5,1445,-130,,268,80,0
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,43.8,5,509,-129,,268,52,0
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,77.2,5,1388,-67,,268,85,0
AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,Withdrawn,0,0,0,-170,-100,268,,1
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,76.4,5,807,-73,,268,81,0
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,59.66666666666666,3,1359,-60,172,268,60,1
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,76,3,342,-15,,268,80,0
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,58.4,5,411,-58,,268,59,0
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,59.8,5,646,-52,,268,54,0
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,70.6,5,739,-53,,268,74,0
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,40.5,2,1009,-32,119,268,39,1
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,87.6,5,1241,-38,,268,91,0
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,86,1,400,-43,73,268,86,1
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.6,5,2832,-120,,268,74,0
