code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout
0,1,159954.0,1,1,0,3,1,0.0,60.0,0,3,66.5,2.0,1185.0,-46.0,123.0,268.0,65.0,1.0
0,1,164259.0,1,6,0,6,0,0.0,60.0,0,2,71.8,5.0,466.0,-64.0,49.757644956314536,268.0,82.0,0.0
0,1,167906.0,0,12,0,3,1,0.0,60.0,0,2,69.4,5.0,1510.0,-117.0,49.757644956314536,268.0,60.0,0.0
0,1,168936.0,0,11,2,10,1,0.0,60.0,0,2,66.4,5.0,745.0,-32.0,49.757644956314536,268.0,76.0,0.0
0,1,172112.0,1,2,1,9,1,0.0,60.0,0,2,69.6,5.0,1939.0,-50.0,49.757644956314536,268.0,60.0,0.0
0,1,172797.0,0,2,0,9,1,0.0,60.0,0,2,61.4,5.0,1782.0,-45.0,49.757644956314536,268.0,60.0,0.0
0,1,174782.0,1,0,1,8,2,0.0,60.0,0,2,80.4,5.0,6318.0,-162.0,49.757644956314536,268.0,83.0,0.0
0,1,175392.0,1,4,1,9,1,0.0,60.0,0,2,82.4,5.0,4447.0,-195.0,49.757644956314536,268.0,85.0,0.0
0,1,175932.0,1,5,1,6,1,0.0,60.0,0,2,78.2,5.0,2016.0,-92.0,49.757644956314536,268.0,76.0,0.0
0,1,175991.0,0,5,0,7,0,0.0,180.0,0,1,37.6,5.0,138.0,-57.0,49.757644956314536,268.0,51.0,0.0
0,1,180753.0,1,9,0,2,0,0.0,120.0,0,2,53.4,5.0,2012.0,-64.0,49.757644956314536,268.0,61.0,0.0
0,1,181316.0,0,9,0,7,1,0.0,120.0,0,3,76.0,1.0,487.0,-39.0,60.0,268.0,76.0,1.0
0,1,183096.0,0,9,0,5,0,0.0,60.0,0,2,54.0,5.0,1975.0,-128.0,49.757644956314536,268.0,57.0,0.0
0,1,183947.0,1,3,0,10,0,0.0,180.0,0,2,49.0,5.0,964.0,-32.0,49.757644956314536,268.0,67.0,0.0
0,1,184271.0,1,9,1,7,1,0.0,170.0,0,2,59.8,5.0,1312.0,-74.0,49.757644956314536,268.0,65.0,0.0
0,1,185439.0,1,3,1,10,0,0.0,120.0,0,1,74.0,1.0,427.0,-12.0,49.757644956314536,268.0,74.0,0.0
0,1,186149.0,1,6,1,2,1,0.0,60.0,0,2,76.0,5.0,2136.0,-109.0,49.757644956314536,268.0,85.0,0.0
0,1,187100.0,1,7,0,4,1,0.0,60.0,0,0,89.2,5.0,8562.0,-136.0,49.757644956314536,268.0,88.0,0.0
0,1,188278.0,1,12,0,6,1,0.0,120.0,0,3,76.0,1.0,1434.0,-57.0,60.0,268.0,76.0,1.0
0,1,189879.0,1,6,0,8,0,0.0,120.0,0,2,79.4,5.0,1541.0,-180.0,49.757644956314536,268.0,76.0,0.0
0,1,192183.0,0,9,2,8,0,0.0,60.0,0,2,68.4,5.0,3219.0,-62.0,49.757644956314536,268.0,75.0,0.0
0,1,195262.0,1,3,0,8,0,0.0,60.0,0,3,50.0,1.0,1905.0,-45.0,185.0,268.0,50.0,1.0
0,1,200860.0,1,3,2,4,1,0.0,60.0,0,2,54.4,5.0,534.0,-54.0,49.757644956314536,268.0,69.0,0.0
0,1,202635.0,0,10,0,2,0,0.0,60.0,0,3,66.66666666666667,3.0,1418.0,-73.0,166.0,268.0,68.0,1.0
0,1,205350.0,1,9,1,7,1,0.0,60.0,0,2,72.2,5.0,1665.0,-68.0,49.757644956314536,268.0,75.0,0.0
0,1,205719.0,1,0,0,3,0,0.0,90.0,1,1,56.66666666666666,3.0,333.0,-51.0,49.757644956314536,268.0,67.0,0.0
0,1,227499.0,0,3,0,10,1,0.0,60.0,0,0,83.6,5.0,2953.0,-169.0,49.757644956314536,268.0,84.0,0.0
0,1,227517.0,1,2,1,9,0,0.0,180.0,0,1,62.6,5.0,1205.0,-172.0,49.757644956314536,268.0,63.0,0.0
0,1,228082.0,1,3,1,5,0,0.0,60.0,0,2,72.4,5.0,227.0,-31.0,49.757644956314536,268.0,58.0,0.0
0,1,228222.0,1,1,2,4,0,0.0,60.0,0,2,61.8,5.0,445.0,-108.0,49.757644956314536,268.0,71.0,0.0
0,1,229179.0,1,11,0,1,0,0.0,60.0,0,2,66.0,5.0,614.0,-165.0,49.757644956314536,268.0,64.0,0.0
0,1,229361.0,1,1,0,4,0,0.0,60.0,0,2,78.0,5.0,1215.0,-58.0,49.757644956314536,268.0,81.0,0.0
0,1,231554.0,1,3,0,3,0,0.0,240.0,0,2,67.75,4.0,1839.0,-29.0,49.757644956314536,268.0,80.0,0.0
0,1,235507.0,1,12,0,8,0,0.0,240.0,0,3,65.0,1.0,190.0,-79.0,109.0,268.0,65.0,1.0
0,1,236284.0,1,6,4,8,0,0.0,60.0,0,2,78.0,5.0,732.0,2.0,49.757644956314536,268.0,85.0,0.0
0,1,238007.0,1,8,1,8,2,0.0,60.0,0,2,79.2,5.0,1935.0,-151.0,49.757644956314536,268.0,83.0,0.0
0,1,240712.0,1,3,1,7,0,0.0,80.0,0,2,75.8,5.0,321.0,-45.0,49.757644956314536,268.0,82.0,0.0
0,1,240884.0,1,8,0,8,0,0.0,120.0,0,2,58.4,5.0,427.0,-47.0,49.757644956314536,268.0,74.0,0.0
0,1,241649.0,1,0,1,8,1,0.0,60.0,0,2,78.8,5.0,1892.0,-50.0,49.757644956314536,268.0,85.0,0.0
0,1,241729.0,0,1,1,5,1,0.0,60.0,0,1,58.6,5.0,1829.0,-31.0,49.757644956314536,268.0,51.0,0.0
0,1,242793.0,1,3,1,1,1,0.0,60.0,0,2,77.4,5.0,658.0,-36.0,49.757644956314536,268.0,66.0,0.0
0,1,246834.0,1,9,0,8,1,0.0,60.0,0,2,55.6,5.0,1174.0,-16.0,49.757644956314536,268.0,60.0,0.0
0,1,248270.0,1,5,2,1,0,0.0,90.0,0,2,78.4,5.0,1969.0,-198.0,49.757644956314536,268.0,77.0,0.0
0,1,255548.0,1,10,2,1,1,0.0,60.0,0,2,71.4,5.0,2580.0,-103.0,49.757644956314536,268.0,84.0,0.0
0,1,256815.0,1,5,1,10,0,0.0,120.0,0,2,76.8,5.0,1481.0,-117.0,49.757644956314536,268.0,71.0,0.0
0,1,258392.0,0,11,2,2,0,0.0,60.0,0,2,58.8,5.0,844.0,-68.0,49.757644956314536,268.0,58.0,0.0
0,1,258894.0,0,0,2,6,1,0.0,60.0,0,2,64.8,5.0,4963.0,-172.0,49.757644956314536,268.0,58.0,0.0
0,1,260355.0,0,3,0,7,1,0.0,60.0,0,3,57.5,2.0,426.0,-186.0,170.0,268.0,55.0,1.0
0,1,262011.0,1,1,0,1,1,0.0,60.0,0,2,71.0,5.0,1066.0,-145.0,49.757644956314536,268.0,60.0,0.0
0,1,262934.0,0,5,0,2,1,0.0,60.0,0,2,76.6,5.0,2407.0,-191.0,49.757644956314536,268.0,81.0,0.0
0,1,268073.0,1,0,0,10,1,0.0,90.0,0,1,74.6,5.0,3210.0,-33.0,49.757644956314536,268.0,64.0,0.0
0,1,268733.0,1,0,0,2,0,0.0,180.0,0,3,43.0,2.0,188.0,-17.0,187.0,268.0,51.0,1.0
0,1,271251.0,1,6,0,7,1,0.0,60.0,0,2,76.4,5.0,3348.0,-68.0,49.757644956314536,268.0,80.0,0.0
0,1,277880.0,0,7,0,5,0,0.0,60.0,0,3,67.66666666666667,3.0,2016.0,-108.0,177.0,268.0,68.0,1.0
0,1,279572.0,1,3,2,3,0,0.0,60.0,0,0,79.2,5.0,1183.0,-138.0,49.757644956314536,268.0,79.0,0.0
0,1,281022.0,0,6,0,2,0,0.0,150.0,0,2,73.4,5.0,492.0,-74.0,49.757644956314536,268.0,70.0,0.0
0,1,281250.0,1,10,2,6,1,0.0,60.0,0,1,55.4,5.0,130.0,-64.0,49.757644956314536,268.0,63.0,0.0
0,1,281589.0,1,5,1,2,0,0.0,60.0,0,1,0.0,0.0,59.0,-50.0,49.757644956314536,268.0,72.27975744871986,0.0
0,1,282821.0,1,9,0,2,1,0.0,60.0,0,2,60.6,5.0,1961.0,-107.0,49.757644956314536,268.0,61.0,0.0
0,1,286488.0,1,7,0,8,1,0.0,60.0,0,2,71.0,5.0,1046.0,-8.0,49.757644956314536,268.0,55.0,0.0
0,1,287548.0,1,0,0,8,0,0.0,120.0,0,2,67.8,5.0,483.0,-52.0,49.757644956314536,268.0,69.0,0.0
0,1,290201.0,1,10,0,1,0,0.0,60.0,0,2,70.4,5.0,1740.0,-96.0,49.757644956314536,268.0,78.0,0.0
0,1,290757.0,1,5,0,2,0,0.0,60.0,0,2,75.0,5.0,652.0,-141.0,49.757644956314536,268.0,75.0,0.0
0,1,291334.0,1,7,0,8,1,0.0,60.0,0,0,83.6,5.0,5231.0,-132.0,49.757644956314536,268.0,85.0,0.0
0,1,292923.0,0,7,0,8,1,0.0,180.0,0,3,0.0,0.0,0.0,-162.0,-121.0,268.0,72.27975744871986,1.0
0,1,293699.0,1,1,0,6,0,0.0,120.0,0,2,46.75,4.0,187.0,-27.0,49.757644956314536,268.0,55.0,0.0
0,1,294570.0,1,7,1,8,2,0.0,60.0,0,2,78.2,5.0,1775.0,-80.0,49.757644956314536,268.0,72.0,0.0
0,1,294594.0,1,7,0,8,0,0.0,60.0,0,2,52.8,5.0,865.0,-145.0,49.757644956314536,268.0,61.0,0.0
0,1,295741.0,1,7,0,3,1,0.0,240.0,0,1,50.2,5.0,709.0,-17.0,49.757644956314536,268.0,38.0,0.0
0,1,296332.0,1,8,4,8,2,0.0,60.0,0,0,86.8,5.0,2152.0,-115.0,49.757644956314536,268.0,91.0,0.0
0,1,298696.0,0,7,1,7,0,0.0,60.0,0,2,80.8,5.0,514.0,-32.0,49.757644956314536,268.0,77.0,0.0
0,1,300398.0,1,11,0,2,1,0.0,60.0,0,2,78.8,5.0,1997.0,-59.0,49.757644956314536,268.0,82.0,0.0
0,1,302302.0,0,0,0,3,0,0.0,60.0,0,1,58.66666666666666,3.0,513.0,-83.0,49.757644956314536,268.0,58.0,0.0
0,1,305152.0,1,5,0,6,0,0.0,60.0,0,1,64.0,1.0,146.0,-18.0,49.757644956314536,268.0,64.0,0.0
0,1,305386.0,1,11,0,6,0,0.0,120.0,1,2,78.0,5.0,1277.0,-66.0,49.757644956314536,268.0,75.0,0.0
0,1,305539.0,0,10,2,7,0,0.0,120.0,0,3,0.0,0.0,68.0,-54.0,-3.0,268.0,72.27975744871986,1.0
0,1,306107.0,1,11,0,4,1,0.0,120.0,0,2,58.2,5.0,987.0,-107.0,49.757644956314536,268.0,73.0,0.0
0,1,306466.0,1,0,0,8,1,0.0,60.0,0,2,82.0,5.0,1220.0,-58.0,49.757644956314536,268.0,81.0,0.0
0,1,306897.0,0,3,0,10,0,0.0,60.0,0,2,62.6,5.0,2742.0,-123.0,49.757644956314536,268.0,72.0,0.0
0,1,307061.0,0,1,1,10,0,0.0,60.0,0,2,81.2,5.0,1081.0,-31.0,49.757644956314536,268.0,82.0,0.0
0,1,307866.0,1,11,0,6,0,0.0,60.0,0,2,60.0,4.0,1476.0,-107.0,49.757644956314536,268.0,47.0,0.0
0,1,311917.0,1,9,0,5,2,0.0,120.0,0,2,59.2,5.0,2230.0,-121.0,49.757644956314536,268.0,55.0,0.0
0,1,312537.0,1,8,4,8,2,0.0,60.0,0,0,87.8,5.0,12882.0,-79.0,49.757644956314536,268.0,88.0,0.0
0,1,312782.0,1,8,0,8,0,0.0,60.0,0,2,61.8,5.0,281.0,-59.0,49.757644956314536,268.0,89.0,0.0
0,1,318933.0,0,0,1,7,0,0.0,120.0,0,2,66.6,5.0,1281.0,-100.0,49.757644956314536,268.0,70.0,0.0
0,1,319047.0,0,1,0,4,0,0.0,60.0,0,2,78.4,5.0,6589.0,-47.0,49.757644956314536,268.0,77.0,0.0
0,1,321942.0,1,8,1,8,2,0.0,60.0,0,2,80.4,5.0,10083.0,-67.0,49.757644956314536,268.0,82.0,0.0
0,1,324002.0,1,0,1,3,1,0.0,60.0,0,2,80.4,5.0,1901.0,-32.0,49.757644956314536,268.0,85.0,0.0
0,1,324084.0,0,9,0,10,1,0.0,60.0,0,2,57.6,5.0,1961.0,-165.0,49.757644956314536,268.0,58.0,0.0
0,1,324282.0,1,7,0,8,0,0.0,120.0,0,2,61.2,5.0,133.0,-32.0,49.757644956314536,268.0,38.0,0.0
0,1,331358.0,0,8,1,8,1,0.0,60.0,0,3,84.0,1.0,2376.0,-67.0,53.0,268.0,84.0,1.0
0,1,332789.0,0,0,0,5,1,0.0,60.0,0,2,74.4,5.0,1655.0,-64.0,49.757644956314536,268.0,69.0,0.0
0,1,333059.0,1,6,0,1,0,0.0,120.0,0,2,65.8,5.0,301.0,-103.0,49.757644956314536,268.0,72.0,0.0
0,1,333323.0,1,6,1,7,0,0.0,60.0,0,2,74.4,5.0,648.0,-53.0,49.757644956314536,268.0,77.0,0.0
0,1,334259.0,0,3,0,4,0,0.0,150.0,0,1,53.0,2.0,332.0,-32.0,49.757644956314536,268.0,57.0,0.0
0,1,334333.0,0,9,0,0,0,0.0,240.0,1,3,36.0,1.0,303.0,-192.0,65.0,268.0,36.0,1.0
0,1,335764.0,0,7,0,1,0,0.0,60.0,0,3,86.33333333333333,3.0,2286.0,-196.0,160.0,268.0,86.0,1.0
0,1,336207.0,1,0,0,8,0,0.0,120.0,0,2,68.2,5.0,1316.0,-110.0,49.757644956314536,268.0,71.0,0.0
0,1,339972.0,1,4,0,7,0,0.0,60.0,0,2,49.8,5.0,333.0,-57.0,49.757644956314536,268.0,68.0,0.0
0,1,341872.0,1,0,2,3,0,0.0,180.0,0,1,64.2,5.0,201.0,48.0,49.757644956314536,268.0,64.0,0.0
0,1,342007.0,0,11,1,6,0,0.0,60.0,0,3,75.0,1.0,880.0,-71.0,51.0,268.0,75.0,1.0
0,1,342514.0,1,6,2,4,2,0.0,60.0,0,2,77.2,5.0,1950.0,-81.0,49.757644956314536,268.0,68.0,0.0
0,1,342972.0,1,12,1,0,0,0.0,60.0,0,2,60.4,5.0,838.0,-60.0,49.757644956314536,268.0,62.0,0.0
0,1,343446.0,1,2,1,6,1,0.0,120.0,0,2,78.4,5.0,3644.0,-49.0,49.757644956314536,268.0,74.0,0.0
0,1,344282.0,1,12,0,10,0,0.0,60.0,0,1,49.2,5.0,65.0,-12.0,49.757644956314536,268.0,61.0,0.0
0,1,345068.0,1,0,0,5,0,0.0,180.0,1,2,78.0,5.0,547.0,-37.0,49.757644956314536,268.0,70.0,0.0
0,1,345357.0,1,12,0,2,0,0.0,60.0,0,0,80.4,5.0,2219.0,-18.0,49.757644956314536,268.0,75.0,0.0
0,1,346025.0,1,0,0,4,0,0.0,120.0,0,2,82.4,5.0,569.0,-75.0,49.757644956314536,268.0,85.0,0.0
0,1,346843.0,0,6,1,4,1,0.0,120.0,0,1,0.0,0.0,164.0,-44.0,49.757644956314536,268.0,72.27975744871986,0.0
0,1,350188.0,1,5,1,7,1,0.0,60.0,0,2,73.8,5.0,761.0,-49.0,49.757644956314536,268.0,75.0,0.0
0,1,354858.0,1,8,1,8,1,0.0,120.0,0,3,0.0,0.0,198.0,-32.0,5.0,268.0,72.27975744871986,1.0
0,1,357668.0,1,12,0,10,0,0.0,60.0,0,1,57.0,3.0,166.0,-38.0,49.757644956314536,268.0,49.0,0.0
0,1,364177.0,1,0,2,6,1,0.0,60.0,0,1,69.0,4.0,821.0,-129.0,49.757644956314536,268.0,64.0,0.0
0,1,365244.0,0,3,0,0,0,0.0,120.0,0,2,56.4,5.0,891.0,-38.0,49.757644956314536,268.0,64.0,0.0
0,1,365642.0,1,0,2,10,1,0.0,60.0,0,2,70.0,5.0,2129.0,-52.0,49.757644956314536,268.0,68.0,0.0
0,1,366483.0,1,9,1,3,0,0.0,60.0,0,2,76.8,5.0,1465.0,-4.0,49.757644956314536,268.0,88.0,0.0
0,1,368194.0,0,9,0,4,0,0.0,120.0,1,2,50.4,5.0,437.0,-123.0,49.757644956314536,268.0,54.0,0.0
0,1,368824.0,1,10,1,4,1,0.0,120.0,0,1,55.6,5.0,292.0,-60.0,49.757644956314536,268.0,61.0,0.0
0,1,368963.0,1,12,2,0,0,0.0,180.0,0,2,66.4,5.0,677.0,-19.0,49.757644956314536,268.0,58.0,0.0
0,1,376439.0,1,4,1,9,0,0.0,60.0,0,0,87.0,5.0,2342.0,-87.0,49.757644956314536,268.0,86.0,0.0
0,1,376581.0,0,8,0,7,1,0.0,60.0,0,2,72.8,5.0,2333.0,-64.0,49.757644956314536,268.0,86.0,0.0
0,1,380953.0,1,1,0,7,0,0.0,60.0,0,2,67.8,5.0,1062.0,-155.0,49.757644956314536,268.0,73.0,0.0
0,1,383254.0,1,12,0,8,0,0.0,120.0,0,2,75.6,5.0,543.0,-61.0,49.757644956314536,268.0,74.0,0.0
0,1,386924.0,1,2,2,9,0,0.0,120.0,0,2,67.8,5.0,164.0,-192.0,49.757644956314536,268.0,59.0,0.0
0,1,386952.0,1,12,0,6,0,0.0,120.0,0,2,68.0,5.0,910.0,-38.0,49.757644956314536,268.0,67.0,0.0
0,1,388722.0,0,3,2,7,1,0.0,60.0,0,2,63.8,5.0,671.0,-179.0,49.757644956314536,268.0,65.0,0.0
0,1,388885.0,1,9,0,8,1,0.0,60.0,0,2,60.6,5.0,875.0,-185.0,49.757644956314536,268.0,51.0,0.0
0,1,390890.0,1,6,0,0,0,0.0,90.0,0,3,69.66666666666667,3.0,639.0,-31.0,202.0,268.0,54.0,1.0
0,1,392756.0,1,11,0,6,0,0.0,120.0,0,1,45.0,5.0,363.0,-58.0,49.757644956314536,268.0,53.0,0.0
0,1,392931.0,0,5,0,4,1,0.0,120.0,0,2,68.4,5.0,3003.0,-54.0,49.757644956314536,268.0,65.0,0.0
0,1,393207.0,1,5,0,5,0,0.0,60.0,0,2,74.2,5.0,876.0,-38.0,49.757644956314536,268.0,68.0,0.0
0,1,396872.0,1,12,1,4,0,0.0,180.0,0,2,61.4,5.0,996.0,-23.0,49.757644956314536,268.0,63.0,0.0
0,1,398552.0,1,12,2,8,0,0.0,240.0,0,1,46.4,5.0,1183.0,-57.0,49.757644956314536,268.0,54.0,0.0
0,1,401869.0,0,7,2,7,0,0.0,60.0,0,2,65.0,5.0,955.0,-53.0,49.757644956314536,268.0,55.0,0.0
0,1,402470.0,1,9,2,4,1,0.0,60.0,0,2,72.6,5.0,1445.0,-130.0,49.757644956314536,268.0,80.0,0.0
0,1,404804.0,1,10,2,1,1,0.0,120.0,0,2,43.8,5.0,509.0,-129.0,49.757644956314536,268.0,52.0,0.0
0,1,405088.0,1,4,0,1,0,0.0,120.0,0,2,77.2,5.0,1388.0,-67.0,49.757644956314536,268.0,85.0,0.0
0,1,405961.0,1,6,0,8,0,0.0,240.0,1,3,0.0,0.0,0.0,-170.0,-100.0,268.0,72.27975744871986,1.0
0,1,414117.0,1,12,0,4,0,0.0,120.0,0,2,76.4,5.0,807.0,-73.0,49.757644956314536,268.0,81.0,0.0
0,1,415969.0,1,11,1,0,1,0.0,90.0,0,3,59.66666666666666,3.0,1359.0,-60.0,172.0,268.0,60.0,1.0
