id_student,num_of_prev_attempts,studied_credits,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout,Target_code_module,Target_code_presentation,Target_gender,Target_region,Target_highest_education,Target_imd_band,Target_age_band,Target_disability,Target_final_result
104476,0,60,79.6,5,4777,-109.0,49.757644956314536,268,85.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.23057432432432431,0.2364217252396166,0.21242124212421243,0.2884554224530902,0.30279656121512794,0.0
106247,0,60,60.0,3,465,5.0,175.0,268,67.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3001293661060802,0.2712473572938689,0.280231716147719,0.2884554224530902,0.30279656121512794,1.0
106577,0,60,53.4,5,733,-107.0,49.757644956314536,268,57.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.3511171910624715,0.3615216201423098,0.3216963040446304,0.30279656121512794,0.0
110175,0,60,63.4,5,998,-110.0,49.757644956314536,268,66.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.2712473572938689,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
111717,0,60,81.0,3,2343,-43.0,49.757644956314536,268,80.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3011976047904192,0.2712473572938689,0.2586750788643533,0.2884554224530902,0.30279656121512794,0.0
113295,0,60,77.6,5,3553,-26.0,49.757644956314536,268,81.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3275174476570289,0.3511171910624715,0.295697074010327,0.2884554224530902,0.30279656121512794,0.0
114017,0,60,71.8,5,757,-29.0,49.757644956314536,268,66.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3154141524958859,0.2364217252396166,0.21242124212421243,0.2884554224530902,0.30279656121512794,0.0
114999,0,60,72.8,5,1358,-68.0,49.757644956314536,268,74.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3275174476570289,0.2712473572938689,0.295697074010327,0.2884554224530902,0.30279656121512794,0.0
116541,0,60,62.4,5,1886,-68.0,49.757644956314536,268,76.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.25119846596356665,0.2712473572938689,0.37179099969797647,0.3216963040446304,0.30279656121512794,0.0
116692,0,60,74.2,5,1108,-32.0,49.757644956314536,268,72.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.28693485226059096,0.27683223341438,0.2884554224530902,0.30279656121512794,0.0
118983,0,120,61.8,5,284,-99.0,49.757644956314536,268,73.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.2712473572938689,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
123044,0,60,71.4,5,2041,-82.0,49.757644956314536,268,75.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3001293661060802,0.28693485226059096,0.32002457002457,0.2884554224530902,0.30279656121512794,0.0
127582,0,180,69.6,5,1321,-31.0,49.757644956314536,268,69.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.347568710359408,0.28693485226059096,0.32002457002457,0.3216963040446304,0.30279656121512794,0.0
129955,0,60,81.0,3,1011,-197.0,135.0,268,76.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.35360185902401237,0.28693485226059096,0.2877720870678617,0.3216963040446304,0.30279656121512794,1.0
132976,0,120,67.4,5,520,-75.0,49.757644956314536,268,63.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3011976047904192,0.3511171910624715,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
134143,0,60,84.4,5,2732,-96.0,49.757644956314536,268,87.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3074372335386073,0.28693485226059096,0.2586750788643533,0.2884554224530902,0.30279656121512794,0.0
135335,0,180,0.0,0,57,-29.0,30.0,268,72.27975744871986,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3011976047904192,0.3511171910624715,0.3615216201423098,0.3216963040446304,0.30279656121512794,1.0
135400,0,60,61.5,2,287,-32.0,144.0,268,57.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3074372335386073,0.3511171910624715,0.2586750788643533,0.2884554224530902,0.39348925410872315,1.0
137873,0,60,80.2,5,5528,-195.0,49.757644956314536,268,72.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.28693485226059096,0.32002457002457,0.2884554224530902,0.30279656121512794,0.0
141355,0,240,72.6,5,1823,-61.0,49.757644956314536,268,77.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.347568710359408,0.28693485226059096,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
141377,0,345,45.0,1,143,-110.0,129.0,268,65.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,1.0
142326,0,60,73.6,5,2121,-37.0,49.757644956314536,268,65.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3154141524958859,0.28693485226059096,0.2877720870678617,0.2884554224530902,0.30279656121512794,0.0
144801,0,60,68.8,5,5645,-67.0,49.757644956314536,268,61.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3001293661060802,0.2712473572938689,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
145130,0,120,54.4,5,452,-36.0,49.757644956314536,268,75.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.2712473572938689,0.295697074010327,0.3216963040446304,0.30279656121512794,0.0
146188,0,60,50.0,5,597,-132.0,49.757644956314536,268,52.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.35360185902401237,0.28693485226059096,0.3615216201423098,0.3216963040446304,0.39348925410872315,0.0
147756,0,120,73.75,4,611,-92.0,49.757644956314536,268,77.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3154141524958859,0.3511171910624715,0.295697074010327,0.3216963040446304,0.30279656121512794,0.0
147793,0,90,52.0,1,155,-138.0,58.0,268,52.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3154141524958859,0.3511171910624715,0.280231716147719,0.3216963040446304,0.30279656121512794,1.0
148993,0,60,72.0,3,1864,-174.0,158.0,268,86.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3558155540261528,0.28693485226059096,0.30940943769426393,0.2884554224530902,0.39348925410872315,1.0
151358,0,150,50.0,5,270,-44.0,49.757644956314536,268,54.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3451492537313433,0.28693485226059096,0.280231716147719,0.3216963040446304,0.30279656121512794,0.0
155550,0,420,67.0,5,1529,-16.0,49.757644956314536,268,75.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.28693485226059096,0.37179099969797647,0.2884554224530902,0.30279656121512794,0.0
155854,0,60,79.8,5,4003,-54.0,49.757644956314536,268,82.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.347568710359408,0.28693485226059096,0.3615216201423098,0.2884554224530902,0.30279656121512794,0.0
155984,0,60,80.0,2,908,-64.0,191.0,268,85.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3011976047904192,0.3511171910624715,0.27683223341438,0.3216963040446304,0.30279656121512794,1.0
157568,0,60,70.6,5,1405,-52.0,49.757644956314536,268,79.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3111658456486043,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
159954,0,60,66.5,2,1185,-46.0,123.0,268,65.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.28693485226059096,0.32002457002457,0.2884554224530902,0.30279656121512794,1.0
164259,0,60,71.8,5,466,-64.0,49.757644956314536,268,82.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.263203714451538,0.28693485226059096,0.27683223341438,0.3216963040446304,0.30279656121512794,0.0
167906,0,60,69.4,5,1510,-117.0,49.757644956314536,268,60.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3275174476570289,0.28693485226059096,0.32002457002457,0.2884554224530902,0.30279656121512794,0.0
168936,0,60,66.4,5,745,-32.0,49.757644956314536,268,76.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.35360185902401237,0.3511171910624715,0.3543799772468714,0.2884554224530902,0.30279656121512794,0.0
172112,0,60,69.6,5,1939,-50.0,49.757644956314536,268,60.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.23057432432432431,0.2712473572938689,0.21242124212421243,0.2884554224530902,0.30279656121512794,0.0
172797,0,60,61.4,5,1782,-45.0,49.757644956314536,268,60.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.23057432432432431,0.28693485226059096,0.21242124212421243,0.2884554224530902,0.30279656121512794,0.0
174782,0,60,80.4,5,6318,-162.0,49.757644956314536,268,83.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.2712473572938689,0.2586750788643533,0.25,0.30279656121512794,0.0
175392,0,60,82.4,5,4447,-195.0,49.757644956314536,268,85.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3154141524958859,0.2712473572938689,0.21242124212421243,0.2884554224530902,0.30279656121512794,0.0
175932,0,60,78.2,5,2016,-92.0,49.757644956314536,268,76.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3558155540261528,0.2712473572938689,0.27683223341438,0.2884554224530902,0.30279656121512794,0.0
175991,0,180,37.6,5,138,-57.0,49.757644956314536,268,51.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3558155540261528,0.28693485226059096,0.280231716147719,0.3216963040446304,0.30279656121512794,0.0
180753,0,120,53.4,5,2012,-64.0,49.757644956314536,268,61.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.28693485226059096,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
181316,0,120,76.0,1,487,-39.0,60.0,268,76.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3111658456486043,0.28693485226059096,0.280231716147719,0.2884554224530902,0.30279656121512794,1.0
183096,0,60,54.0,5,1975,-128.0,49.757644956314536,268,57.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3111658456486043,0.28693485226059096,0.295697074010327,0.3216963040446304,0.30279656121512794,0.0
183947,0,180,49.0,5,964,-32.0,49.757644956314536,268,67.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.28693485226059096,0.3543799772468714,0.3216963040446304,0.30279656121512794,0.0
184271,0,170,59.8,5,1312,-74.0,49.757644956314536,268,65.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.2712473572938689,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
185439,0,120,74.0,1,427,-12.0,49.757644956314536,268,74.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.2712473572938689,0.3543799772468714,0.3216963040446304,0.30279656121512794,0.0
186149,0,60,76.0,5,2136,-109.0,49.757644956314536,268,85.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.263203714451538,0.2712473572938689,0.30940943769426393,0.2884554224530902,0.30279656121512794,0.0
187100,0,60,89.2,5,8562,-136.0,49.757644956314536,268,88.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3074372335386073,0.28693485226059096,0.2877720870678617,0.2884554224530902,0.30279656121512794,0.0
188278,0,120,76.0,1,1434,-57.0,60.0,268,76.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3275174476570289,0.28693485226059096,0.27683223341438,0.2884554224530902,0.30279656121512794,1.0
189879,0,120,79.4,5,1541,-180.0,49.757644956314536,268,76.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.263203714451538,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
192183,0,60,68.4,5,3219,-62.0,49.757644956314536,268,75.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3111658456486043,0.3511171910624715,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
195262,0,60,50.0,1,1905,-45.0,185.0,268,50.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,1.0
200860,0,60,54.4,5,534,-54.0,49.757644956314536,268,69.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.3511171910624715,0.2877720870678617,0.2884554224530902,0.30279656121512794,0.0
202635,0,60,66.66666666666667,3,1418,-73.0,166.0,268,68.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.25119846596356665,0.28693485226059096,0.30940943769426393,0.3216963040446304,0.30279656121512794,1.0
205350,0,60,72.2,5,1665,-68.0,49.757644956314536,268,75.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.2712473572938689,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
205719,0,90,56.66666666666666,3,333,-51.0,49.757644956314536,268,67.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.28693485226059096,0.32002457002457,0.3216963040446304,0.39348925410872315,0.0
227499,0,60,83.6,5,2953,-169.0,49.757644956314536,268,84.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3451492537313433,0.28693485226059096,0.3543799772468714,0.2884554224530902,0.30279656121512794,0.0
227517,0,180,62.6,5,1205,-172.0,49.757644956314536,268,63.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.23057432432432431,0.2712473572938689,0.21242124212421243,0.3216963040446304,0.30279656121512794,0.0
228082,0,60,72.4,5,227,-31.0,49.757644956314536,268,58.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.2712473572938689,0.295697074010327,0.3216963040446304,0.30279656121512794,0.0
228222,0,60,61.8,5,445,-108.0,49.757644956314536,268,71.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.3511171910624715,0.2877720870678617,0.3216963040446304,0.30279656121512794,0.0
229179,0,60,66.0,5,614,-165.0,49.757644956314536,268,64.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.35360185902401237,0.28693485226059096,0.3615216201423098,0.3216963040446304,0.30279656121512794,0.0
229361,0,60,78.0,5,1215,-58.0,49.757644956314536,268,81.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.28693485226059096,0.2877720870678617,0.3216963040446304,0.30279656121512794,0.0
231554,0,240,67.75,4,1839,-29.0,49.757644956314536,268,80.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.28693485226059096,0.32002457002457,0.3216963040446304,0.30279656121512794,0.0
235507,0,240,65.0,1,190,-79.0,109.0,268,65.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3275174476570289,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,1.0
236284,0,60,78.0,5,732,2.0,49.757644956314536,268,85.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.263203714451538,0.2364217252396166,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
238007,0,60,79.2,5,1935,-151.0,49.757644956314536,268,83.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3001293661060802,0.2712473572938689,0.2586750788643533,0.25,0.30279656121512794,0.0
240712,0,80,75.8,5,321,-45.0,49.757644956314536,268,82.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.2712473572938689,0.280231716147719,0.3216963040446304,0.30279656121512794,0.0
240884,0,120,58.4,5,427,-47.0,49.757644956314536,268,74.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3001293661060802,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
241649,0,60,78.8,5,1892,-50.0,49.757644956314536,268,85.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.2712473572938689,0.2586750788643533,0.2884554224530902,0.30279656121512794,0.0
241729,0,60,58.6,5,1829,-31.0,49.757644956314536,268,51.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.347568710359408,0.2712473572938689,0.295697074010327,0.2884554224530902,0.30279656121512794,0.0
242793,0,60,77.4,5,658,-36.0,49.757644956314536,268,66.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.2712473572938689,0.3615216201423098,0.2884554224530902,0.30279656121512794,0.0
246834,0,60,55.6,5,1174,-16.0,49.757644956314536,268,60.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.28693485226059096,0.2586750788643533,0.2884554224530902,0.30279656121512794,0.0
248270,0,90,78.4,5,1969,-198.0,49.757644956314536,268,77.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3558155540261528,0.3511171910624715,0.3615216201423098,0.3216963040446304,0.30279656121512794,0.0
255548,0,60,71.4,5,2580,-103.0,49.757644956314536,268,84.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.25119846596356665,0.3511171910624715,0.3615216201423098,0.2884554224530902,0.30279656121512794,0.0
256815,0,120,76.8,5,1481,-117.0,49.757644956314536,268,71.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3558155540261528,0.2712473572938689,0.3543799772468714,0.3216963040446304,0.30279656121512794,0.0
258392,0,60,58.8,5,844,-68.0,49.757644956314536,268,58.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.35360185902401237,0.3511171910624715,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
258894,0,60,64.8,5,4963,-172.0,49.757644956314536,268,58.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3011976047904192,0.3511171910624715,0.27683223341438,0.2884554224530902,0.30279656121512794,0.0
260355,0,60,57.5,2,426,-186.0,170.0,268,55.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3451492537313433,0.28693485226059096,0.280231716147719,0.2884554224530902,0.30279656121512794,1.0
262011,0,60,71.0,5,1066,-145.0,49.757644956314536,268,60.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.347568710359408,0.28693485226059096,0.3615216201423098,0.2884554224530902,0.30279656121512794,0.0
262934,0,60,76.6,5,2407,-191.0,49.757644956314536,268,81.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3558155540261528,0.28693485226059096,0.30940943769426393,0.2884554224530902,0.30279656121512794,0.0
268073,0,90,74.6,5,3210,-33.0,49.757644956314536,268,64.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.28693485226059096,0.3543799772468714,0.2884554224530902,0.30279656121512794,0.0
268733,0,180,43.0,2,188,-17.0,187.0,268,51.0,1,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.28693485226059096,0.30940943769426393,0.3216963040446304,0.30279656121512794,1.0
271251,0,60,76.4,5,3348,-68.0,49.757644956314536,268,80.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.263203714451538,0.28693485226059096,0.280231716147719,0.2884554224530902,0.30279656121512794,0.0
277880,0,60,67.66666666666667,3,2016,-108.0,177.0,268,68.0,1,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.3074372335386073,0.28693485226059096,0.295697074010327,0.3216963040446304,0.30279656121512794,1.0
279572,0,60,79.2,5,1183,-138.0,49.757644956314536,268,79.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3451492537313433,0.3511171910624715,0.32002457002457,0.3216963040446304,0.30279656121512794,0.0
281022,0,150,73.4,5,492,-74.0,49.757644956314536,268,70.0,0,0.16844919786096257,0.2678349349915206,0.30479684739774426,0.263203714451538,0.28693485226059096,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
281250,0,60,55.4,5,130,-64.0,49.757644956314536,268,63.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.25119846596356665,0.3511171910624715,0.27683223341438,0.2884554224530902,0.30279656121512794,0.0
281589,0,60,0.0,0,59,-50.0,49.757644956314536,268,72.27975744871986,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3558155540261528,0.2712473572938689,0.30940943769426393,0.3216963040446304,0.30279656121512794,0.0
282821,0,60,60.6,5,1961,-107.0,49.757644956314536,268,61.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3111658456486043,0.28693485226059096,0.30940943769426393,0.2884554224530902,0.30279656121512794,0.0
286488,0,60,71.0,5,1046,-8.0,49.757644956314536,268,55.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3074372335386073,0.28693485226059096,0.2586750788643533,0.2884554224530902,0.30279656121512794,0.0
287548,0,120,67.8,5,483,-52.0,49.757644956314536,268,69.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.3011976047904192,0.28693485226059096,0.2586750788643533,0.3216963040446304,0.30279656121512794,0.0
290201,0,60,70.4,5,1740,-96.0,49.757644956314536,268,78.0,0,0.16844919786096257,0.2678349349915206,0.3172027972027972,0.25119846596356665,0.28693485226059096,0.3615216201423098,0.3216963040446304,0.30279656121512794,0.0
